Conversacion,Perplexity
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Fuerza Bruta: Sin salida"" (2023)
Género: Acción, Crimen, Comedia, Suspense, Drama
El detective Ma Seok-do cambia su...",4.63
"Usuario: ¿Tienes otra de romance?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Con derecho a roce"" (2011)
Género: Romance, Comedia
Narra cómo una relación entre dos jóvenes amigos, D...",4.1
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""The Fall: El sueño de Alexandria"" (2006)
Género: Aventura, Fantasía, Drama
Hollywood, años ve...",4.84
"Usuario: ¿Tienes otra de familia?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Wonder"" (2017)
Género: Familia, Drama
Un niño de 10 años nacido con una deformidad facial que le ha obl...",4.17
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""The Fall: El sueño de Alexandria"" (2006)
Género: Aventura, Fantasía, Drama
Hollywood, ...",4.72
"Usuario: Busco algo de familia
Enrique: Otra gran opción sería esta:
""Wonder"" (2017)
Género: Familia, Drama
Un niño de 10 años nacido con una deformidad facial que le ha obligado a ser operado 27 vece...",5.1
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""The Fall: El sueño de Alexandria"" (2006)
Género: Aventura, Fantasía, Drama
Hollywood, años veinte...",4.99
"Usuario: ¿Tienes otra de familia?
Enrique: Esta otra podría interesarte:
""Wonder"" (2017)
Género: Familia, Drama
Un niño de 10 años nacido con una deformidad facial que le ha obligado a ser operado 27 ...",4.73
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""La chaqueta metálica"" (1987)
Género: Drama, Bélica
Un grupo de reclutas se prepara en Parish Island, centro de entr...",6.38
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""Proyecto Rampage"" (2018)
Género: Acción, Aventura, Ciencia ficción
Davis Okoye es un especialista en primates de reconocido presti...",6.06
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""La chaqueta metálica"" (1987)
Género: Drama, Bélica
Un grupo de reclutas se prepara en Parish ...",5.3
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Proyecto Rampage"" (2018)
Género: Acción, Aventura, Ciencia ficción
Davis Okoye es un especialista en pri...",5.68
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""La chaqueta metálica"" (1987)
Género: Drama, Bélica
Un grupo de reclutas se prepara en Parish Island, centro de entrenamient...",6.3
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""Proyecto Rampage"" (2018)
Género: Acción, Aventura, Ciencia ficción
Davis Okoye es un especialista en primates de reconocido pre...",5.91
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""En las profundidades del Sena"" (2024)
Género: Acción, Terror
La científica Sophie se ve oblig...",4.79
"Usuario: ¿Tienes otra de aventura?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Los siete magníficos"" (2016)
Género: Aventura, Acción, Western
Siete forajidos son contratados por los...",5.21
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""En las profundidades del Sena"" (2024)
Género: Acción, Terror
La científica Sophie se ve obligada a enfrentarse a su trágico...",6.17
"Usuario: ¿Tienes otra de aventura?
Enrique: Otra gran opción sería esta:
""Los siete magníficos"" (2016)
Género: Aventura, Acción, Western
Siete forajidos son contratados por los desesperados habitantes...",5.63
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""En las profundidades del Sena"" (2024)
Género: Acción, Terror
La científica Sophie se ve obligada a enfrentarse a su trá...",5.55
"Usuario: ¿Tienes otra de aventura?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Los siete magníficos"" (2016)
Género: Aventura, Acción, Western
Siete forajidos son contratados por los...",5.21
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Capitán América: El soldado de invierno"" (2014)
Género: Acción, Aventura, Ciencia ficción
Capitán América, Viuda Ne...",3.69
"Usuario: Busco algo de romance
Enrique: Otra gran opción sería esta:
""Love Lesson"" (2013)
Género: Romance, Drama, Comedia
Drama que sigue a una escritora de música (Kim Seon-yeong) y un hombre joven d...",5.98
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Capitán América: El soldado de invierno"" (2014)
Género: Acción, Aventura, Ciencia ficción
Cap...",3.11
"Usuario: Busco algo de romance
Enrique: Esta otra podría interesarte:
""Love Lesson"" (2013)
Género: Romance, Drama, Comedia
Drama que sigue a una escritora de música (Kim Seon-yeong) y un hombre joven ...",5.98
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Capitán América: El soldado de invierno"" (2014)
Género: Acción, Aventura, Ciencia ficción
Cap...",3.11
"Usuario: Me gustan las pelis de romance
Enrique: Esta otra podría interesarte:
""Love Lesson"" (2013)
Género: Romance, Drama, Comedia
Drama que sigue a una escritora de música (Kim Seon-yeong) y un homb...",5.79
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""誤判"" (2024)
Género: Acción, Drama, Crimen, Suspense
nan",3.76
"Usuario: Me gustan las pelis de animación
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Jujutsu Kaisen 0"" (2021)
Género: Animación, Acción, Fantasía
Yuta Okkotsu es un nervioso estudi...",4.85
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""誤判"" (2024)
Género: Acción, Drama, Crimen, Suspense
nan",3.49
"Usuario: Busco algo de animación
Enrique: Otra gran opción sería esta:
""Jujutsu Kaisen 0"" (2021)
Género: Animación, Acción, Fantasía
Yuta Okkotsu es un nervioso estudiante de instituto que sufre un gr...",5.25
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""誤判"" (2024)
Género: Acción, Drama, Crimen, Suspense
nan",4.59
"Usuario: Busco algo de animación
Enrique: Otra gran opción sería esta:
""Jujutsu Kaisen 0"" (2021)
Género: Animación, Acción, Fantasía
Yuta Okkotsu es un nervioso estudiante de instituto que sufre un gr...",5.25
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Hércules"" (1997)
Género: Animación, Familia, Fantasía, Aventura, Comedia, Romance
Hércules, el hi...",3.4
"Usuario: Busco algo de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kelas Bintang - Staycation"" (2023)
Género: Drama, Romance
nan",4.57
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Hércules"" (1997)
Género: Animación, Familia, Fantasía, Aventura, Comedia, Romance
Hércules, el hijo de H...",3.4
"Usuario: Busco algo de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kelas Bintang - Staycation"" (2023)
Género: Drama, Romance
nan",4.57
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Hércules"" (1997)
Género: Animación, Familia, Fantasía, Aventura, Comedia, Romance
Hércules, el hi...",3.4
"Usuario: Me gustan las pelis de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kelas Bintang - Staycation"" (2023)
Género: Drama, Romance
nan",4.22
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""엄마의 직업"" (2017)
Género: Drama
nan",4.3
"Usuario: ¿Tienes otra de drama?
Enrique: Esta otra podría interesarte:
""Incendies"" (2010)
Género: Drama, Bélica, Misterio
Jeanne y Simon Marwan son dos mellizos cuya madre, que lleva mucho tiempo sin ...",5.21
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""엄마의 직업"" (2017)
Género: Drama
nan",3.83
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Incendies"" (2010)
Género: Drama, Bélica, Misterio
Jeanne y Simon Marwan son dos mellizos cuya madre, que lleva mucho tiemp...",5.24
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""엄마의 직업"" (2017)
Género: Drama
nan",3.31
"Usuario: ¿Tienes otra de drama?
Enrique: Otra gran opción sería esta:
""Incendies"" (2010)
Género: Drama, Bélica, Misterio
Jeanne y Simon Marwan son dos mellizos cuya madre, que lleva mucho tiempo sin h...",5.25
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El gato"" (2003)
Género: Familia, Comedia, Aventura, Fantasía
Mientras mamá no está, el Gato visita a un ...",5.42
"Usuario: ¿Tienes otra de suspense?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Ahora me ves 2"" (2016)
Género: Suspense, Crimen
Un año después de despistar al FBI y conseguir la admi...",4.64
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""El gato"" (2003)
Género: Familia, Comedia, Aventura, Fantasía
Mientras mamá no está, el Gato visita a un niño y una niña...",5.92
"Usuario: Busco algo de suspense
Enrique: Esta otra podría interesarte:
""Ahora me ves 2"" (2016)
Género: Suspense, Crimen
Un año después de despistar al FBI y conseguir la admiración del público con sus...",5.58
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""El gato"" (2003)
Género: Familia, Comedia, Aventura, Fantasía
Mientras mamá no está, el Gato v...",5.01
"Usuario: Busco algo de suspense
Enrique: Otra gran opción sería esta:
""Ahora me ves 2"" (2016)
Género: Suspense, Crimen
Un año después de despistar al FBI y conseguir la admiración del público con sus ...",5.45
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El amanecer del planeta de los simios"" (2014)
Género: Ciencia ficción, Acción, Drama, ...",4.85
"Usuario: Busco algo de acción
Enrique: Otra gran opción sería esta:
""El equipo A"" (2010)
Género: Acción, Comedia, Crimen
""Me encanta que los planes salgan bien"" es la frase identificativa del Coronel ...",9.76
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El amanecer del planeta de los simios"" (2014)
Género: Ciencia ficción, Acción, Drama, ...",4.85
"Usuario: Me gustan las pelis de acción
Enrique: Esta otra podría interesarte:
""El equipo A"" (2010)
Género: Acción, Comedia, Crimen
""Me encanta que los planes salgan bien"" es la frase identificativa de...",9.59
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""El amanecer del planeta de los simios"" (2014)
Género: Ciencia ficción, Acción, Drama, Suspense
Un grupo de simi...",5.45
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""El equipo A"" (2010)
Género: Acción, Comedia, Crimen
""Me encanta que los planes salgan bien"" es la frase identificativa del Coro...",9.57
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Star Trek: En la oscuridad"" (2013)
Género: Acción, Aventura, Ciencia ficción
Cuando a la tripulación de la nave Enterpr...",4.36
"Usuario: Busco algo de comedia
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Juntos y revueltos"" (2014)
Género: Comedia, Romance
Un hombre y una mujer va un resort con sus respectivas...",6.24
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Star Trek: En la oscuridad"" (2013)
Género: Acción, Aventura, Ciencia ficción
Cuando a la tripulación de la nave Ent...",4.46
"Usuario: ¿Tienes otra de comedia?
Enrique: Otra gran opción sería esta:
""Juntos y revueltos"" (2014)
Género: Comedia, Romance
Un hombre y una mujer va un resort con sus respectivas familias y no pueden...",6.51
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Star Trek: En la oscuridad"" (2013)
Género: Acción, Aventura, Ciencia ficción
Cuando a la tripulación de ...",4.26
"Usuario: ¿Tienes otra de comedia?
Enrique: Esta otra podría interesarte:
""Juntos y revueltos"" (2014)
Género: Comedia, Romance
Un hombre y una mujer va un resort con sus respectivas familias y no puede...",6.5
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""El vuelo (Flight)"" (2012)
Género: Drama
Tras un aterrizaje de emergencia en medio del campo gracias al cual salvan la vida ...",4.55
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Guardianes de la galaxia"" (2014)
Género: Acción, Ciencia ficción, Aventura
El temerario aventurero Peter Qu...",6.02
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El vuelo (Flight)"" (2012)
Género: Drama
Tras un aterrizaje de emergencia en medio del ...",3.88
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""Guardianes de la galaxia"" (2014)
Género: Acción, Ciencia ficción, Aventura
El temerario aventurero Peter Quill es objeto de un ...",6.19
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El vuelo (Flight)"" (2012)
Género: Drama
Tras un aterrizaje de emergencia en medio del campo gracias al cual salv...",4.14
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""Guardianes de la galaxia"" (2014)
Género: Acción, Ciencia ficción, Aventura
El temerario aventurero Peter Quill es objeto de un ...",6.19
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Bob Esponja: La película"" (2004)
Género: Familia, Comedia, Aventura, Animación
Hay problemas en Bikini Bottom: la coron...",4.67
"Usuario: Me gustan las pelis de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Ant-Man y la Avispa: Quantumanía"" (2023)
Género: Acción, Aventura, Ciencia ficción
La pareja de su...",4.06
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Bob Esponja: La película"" (2004)
Género: Familia, Comedia, Aventura, Animación
Hay problemas en Bikini Bottom: ...",4.65
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""Ant-Man y la Avispa: Quantumanía"" (2023)
Género: Acción, Aventura, Ciencia ficción
La pareja de superhéroes Scott Lang y Hope van ...",4.41
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Bob Esponja: La película"" (2004)
Género: Familia, Comedia, Aventura, Animación
Hay problemas en Bikini Bottom: ...",4.65
"Usuario: Busco algo de acción
Enrique: Otra gran opción sería esta:
""Ant-Man y la Avispa: Quantumanía"" (2023)
Género: Acción, Aventura, Ciencia ficción
La pareja de superhéroes Scott Lang y Hope van D...",4.45
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""12 valientes"" (2018)
Género: Bélica, Drama, Acción, Historia
Un equipo de fuerzas especiales de la CIA es enviad...",4.42
